#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000239180	0.0000000000	0.0000000000	0.0005699788	-0.0001648882	-0.0044710000	0.0045102001	0	20032018	75600
0.1000239180	0.0300000000	340.0000000000	-0.0000130000	-0.0001250000	-0.0042740000	0.0042758473	1	20032018	75600
0.1000239180	0.0600000000	70.0000000000	0.0004910000	-0.0002570000	-0.0042240000	0.0042602002	2	20032018	75600
0.1000239180	0.0900000000	340.0000000000	0.0008430000	0.0001140000	-0.0046120000	0.0046897963	3	20032018	75600
0.1000239180	0.1200000000	250.0000000000	0.0008330000	0.0000710000	-0.0041400000	0.0042235684	4	20032018	75600
0.1000239180	0.1500000000	70.0000000000	0.0010620000	-0.0000220000	-0.0038030000	0.0039485614	5	20032018	75600
0.1500335080	0.0000000000	0.0000000000	0.0005110408	-0.0001221530	-0.0054490000	0.0054742748	0	20032018	75603
0.1500335080	0.0300000000	340.0000000000	-0.0000140000	-0.0000770000	-0.0052570000	0.0052575825	1	20032018	75603
0.1500335080	0.0600000000	70.0000000000	0.0007290000	-0.0001750000	-0.0050990000	0.0051538206	2	20032018	75603
0.1500335080	0.0900000000	340.0000000000	0.0011060000	0.0001640000	-0.0054860000	0.0055987792	3	20032018	75603
0.1500335080	0.1200000000	250.0000000000	0.0010760000	0.0000770000	-0.0049270000	0.0050437123	4	20032018	75603
0.1500335080	0.1500000000	70.0000000000	0.0014510000	0.0000020000	-0.0045820000	0.0048062594	5	20032018	75603
0.2000145870	0.0000000000	0.0000000000	0.0005992267	-0.0000669875	-0.0067160000	0.0067430124	0	20032018	75605
0.2000145870	0.0300000000	340.0000000000	0.0001750000	-0.0000620000	-0.0065510000	0.0065536303	1	20032018	75605
0.2000145870	0.0600000000	70.0000000000	0.0009970000	-0.0002330000	-0.0064200000	0.0065011305	2	20032018	75605
0.2000145870	0.0900000000	340.0000000000	0.0014460000	0.0001940000	-0.0067190000	0.0068755736	3	20032018	75605
0.2000145870	0.1200000000	250.0000000000	0.0014770000	0.0000510000	-0.0061500000	0.0063250794	4	20032018	75605
0.2000145870	0.1500000000	70.0000000000	0.0018940000	-0.0000260000	-0.0055150000	0.0058312209	5	20032018	75605
0.2500115050	0.0000000000	0.0000000000	0.0005693259	-0.0000614253	-0.0085370000	0.0085561834	0	20032018	75607
0.2500115050	0.0300000000	340.0000000000	0.0003300000	0.0000780000	-0.0083290000	0.0083358998	1	20032018	75607
0.2500115050	0.0600000000	70.0000000000	0.0013390000	-0.0001830000	-0.0081230000	0.0082346548	2	20032018	75607
0.2500115050	0.0900000000	340.0000000000	0.0018720000	0.0002690000	-0.0083700000	0.0085810049	3	20032018	75607
0.2500115050	0.1200000000	250.0000000000	0.0020300000	0.0000220000	-0.0077120000	0.0079747306	4	20032018	75607
0.2500115050	0.1500000000	70.0000000000	0.0025510000	-0.0000740000	-0.0069280000	0.0073831065	5	20032018	75607
0.3000289920	0.0000000000	0.0000000000	0.0006813807	0.0001031764	-0.0109720000	0.0109936213	0	20032018	75609
0.3000289920	0.0300000000	340.0000000000	0.0005650000	0.0001550000	-0.0107440000	0.0107599622	1	20032018	75609
0.3000289920	0.0600000000	70.0000000000	0.0018780000	-0.0001860000	-0.0104770000	0.0106456098	2	20032018	75609
0.3000289920	0.0900000000	340.0000000000	0.0026210000	0.0003400000	-0.0105640000	0.0108895977	3	20032018	75609
0.3000289920	0.1200000000	250.0000000000	0.0029220000	0.0001120000	-0.0097940000	0.0102212066	4	20032018	75609
0.3000289920	0.1500000000	70.0000000000	0.0037390000	-0.0000340000	-0.0086370000	0.0094116442	5	20032018	75609
0.3500101010	0.0000000000	0.0000000000	0.0006491202	0.0002192077	-0.0145110000	0.0145271652	0	20032018	75612
0.3500101010	0.0300000000	340.0000000000	0.0008550000	0.0002700000	-0.0141860000	0.0142143069	1	20032018	75612
0.3500101010	0.0600000000	70.0000000000	0.0027510000	-0.0001060000	-0.0137760000	0.0140483954	2	20032018	75612
0.3500101010	0.0900000000	340.0000000000	0.0036650000	0.0003530000	-0.0137610000	0.0142450677	3	20032018	75612
0.3500101010	0.1200000000	250.0000000000	0.0041260000	0.0000790000	-0.0127500000	0.0134012170	4	20032018	75612
0.3500101010	0.1500000000	70.0000000000	0.0052710000	0.0000180000	-0.0110190000	0.0122148322	5	20032018	75612
0.4000180970	0.0000000000	0.0000000000	0.0007939744	0.0003569729	-0.0195170000	0.0195364048	0	20032018	75614
0.4000180970	0.0300000000	340.0000000000	0.0013680000	0.0004500000	-0.0191680000	0.0192220225	1	20032018	75614
0.4000180970	0.0600000000	70.0000000000	0.0040330000	-0.0000950000	-0.0184570000	0.0188927225	2	20032018	75614
0.4000180970	0.0900000000	340.0000000000	0.0052940000	0.0005500000	-0.0182000000	0.0189623030	3	20032018	75614
0.4000180970	0.1200000000	250.0000000000	0.0059000000	0.0000500000	-0.0170060000	0.0180004593	4	20032018	75614
0.4000180970	0.1500000000	70.0000000000	0.0076160000	0.0000210000	-0.0143740000	0.0162670149	5	20032018	75614
0.4500134280	0.0000000000	0.0000000000	0.0008722762	0.0007913907	-0.0267950000	0.0268208723	0	20032018	75616
