#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000175860	0.0000000000	0.0000000000	0.0005005245	-0.0001481223	-0.0044720000	0.0045023604	0	20032018	74031
0.1000175860	0.0300000000	340.0000000000	-0.0000400000	-0.0001200000	-0.0042360000	0.0042378882	1	20032018	74031
0.1000175860	0.0600000000	70.0000000000	0.0006400000	-0.0002320000	-0.0042410000	0.0042952887	2	20032018	74031
0.1000175860	0.0900000000	340.0000000000	0.0008060000	0.0000270000	-0.0046280000	0.0046977387	3	20032018	74031
0.1000175860	0.1200000000	250.0000000000	0.0007960000	0.0001380000	-0.0041830000	0.0042602992	4	20032018	74031
0.1000175860	0.1500000000	70.0000000000	0.0011100000	0.0000310000	-0.0037880000	0.0039474048	5	20032018	74031
0.1500350800	0.0000000000	0.0000000000	0.0005369307	-0.0001124209	-0.0054380000	0.0054655994	0	20032018	74034
0.1500350800	0.0300000000	340.0000000000	0.0000280000	-0.0000850000	-0.0052330000	0.0052337652	1	20032018	74034
0.1500350800	0.0600000000	70.0000000000	0.0007710000	-0.0001950000	-0.0051230000	0.0051843606	2	20032018	74034
0.1500350800	0.0900000000	340.0000000000	0.0010940000	0.0000750000	-0.0054820000	0.0055905979	3	20032018	74034
0.1500350800	0.1200000000	250.0000000000	0.0010790000	0.0001150000	-0.0049850000	0.0051017341	4	20032018	74034
0.1500350800	0.1500000000	70.0000000000	0.0014390000	-0.0000220000	-0.0045170000	0.0047407272	5	20032018	74034
0.2000161740	0.0000000000	0.0000000000	0.0005706007	-0.0000842370	-0.0067850000	0.0068094718	0	20032018	74036
0.2000161740	0.0300000000	340.0000000000	0.0001420000	-0.0000020000	-0.0065700000	0.0065715347	1	20032018	74036
0.2000161740	0.0600000000	70.0000000000	0.0010490000	-0.0002070000	-0.0064230000	0.0065113884	2	20032018	74036
0.2000161740	0.0900000000	340.0000000000	0.0014520000	0.0001590000	-0.0067080000	0.0068651911	3	20032018	74036
0.2000161740	0.1200000000	250.0000000000	0.0015240000	0.0000780000	-0.0061390000	0.0063258186	4	20032018	74036
0.2000161740	0.1500000000	70.0000000000	0.0019320000	-0.0000710000	-0.0055380000	0.0058657573	5	20032018	74036
0.2500083310	0.0000000000	0.0000000000	0.0006225705	0.0000000727	-0.0085460000	0.0085686469	0	20032018	74038
0.2500083310	0.0300000000	340.0000000000	0.0002890000	0.0000450000	-0.0083430000	0.0083481252	1	20032018	74038
0.2500083310	0.0600000000	70.0000000000	0.0013590000	-0.0001740000	-0.0081190000	0.0082337912	2	20032018	74038
0.2500083310	0.0900000000	340.0000000000	0.0018860000	0.0002670000	-0.0083660000	0.0085801073	3	20032018	74038
0.2500083310	0.1200000000	250.0000000000	0.0020460000	0.0001160000	-0.0076610000	0.0079303526	4	20032018	74038
0.2500083310	0.1500000000	70.0000000000	0.0027430000	-0.0000210000	-0.0068840000	0.0074103945	5	20032018	74038
0.3000258480	0.0000000000	0.0000000000	0.0006013168	0.0000674024	-0.0110320000	0.0110485813	0	20032018	74040
0.3000258480	0.0300000000	340.0000000000	0.0005450000	0.0001330000	-0.0107970000	0.0108115643	1	20032018	74040
0.3000258480	0.0600000000	70.0000000000	0.0019880000	-0.0001640000	-0.0104700000	0.0106583273	2	20032018	74040
0.3000258480	0.0900000000	340.0000000000	0.0025970000	0.0002080000	-0.0105810000	0.0108970287	3	20032018	74040
0.3000258480	0.1200000000	250.0000000000	0.0028540000	0.0000450000	-0.0098110000	0.0102177817	4	20032018	74040
0.3000258480	0.1500000000	70.0000000000	0.0037120000	0.0000970000	-0.0086660000	0.0094280384	5	20032018	74040
0.3500053410	0.0000000000	0.0000000000	0.0006651848	0.0002282591	-0.0144940000	0.0145110513	0	20032018	74042
0.3500053410	0.0300000000	340.0000000000	0.0008380000	0.0002410000	-0.0141530000	0.0141798355	1	20032018	74042
0.3500053410	0.0600000000	70.0000000000	0.0028010000	-0.0001460000	-0.0137340000	0.0140174774	2	20032018	74042
0.3500053410	0.0900000000	340.0000000000	0.0036300000	0.0003440000	-0.0137490000	0.0142242834	3	20032018	74042
0.3500053410	0.1200000000	250.0000000000	0.0040640000	0.0000980000	-0.0128380000	0.0134662520	4	20032018	74042
0.3500053410	0.1500000000	70.0000000000	0.0053190000	0.0000950000	-0.0110910000	0.0123008564	5	20032018	74042
0.4000101620	0.0000000000	0.0000000000	0.0007867332	0.0004277158	-0.0195170000	0.0195375326	0	20032018	74044
0.4000101620	0.0300000000	340.0000000000	0.0013000000	0.0004330000	-0.0191780000	0.0192268867	1	20032018	74044
0.4000101620	0.0600000000	70.0000000000	0.0040110000	-0.0001430000	-0.0184200000	0.0188521874	2	20032018	74044
0.4000101620	0.0900000000	340.0000000000	0.0052250000	0.0005120000	-0.0182190000	0.0189603463	3	20032018	74044
0.4000101620	0.1200000000	250.0000000000	0.0059300000	0.0001340000	-0.0170120000	0.0180164092	4	20032018	74044
0.4000101620	0.1500000000	70.0000000000	0.0076620000	0.0000930000	-0.0143630000	0.0162791481	5	20032018	74044
0.4500166020	0.0000000000	0.0000000000	0.0008671425	0.0007655906	-0.0268320000	0.0268569226	0	20032018	74047
0.4500166020	0.0300000000	340.0000000000	0.0020230000	0.0007070000	-0.0263280000	0.0264150707	1	20032018	74047
0.4500166020	0.0600000000	70.0000000000	0.0059520000	0.0000030000	-0.0252680000	0.0259595481	2	20032018	74047
0.4500166020	0.0900000000	340.0000000000	0.0076550000	0.0007110000	-0.0245890000	0.0257628311	3	20032018	74047
0.4500166020	0.1200000000	250.0000000000	0.0087100000	0.0001030000	-0.0230040000	0.0245979415	4	20032018	74047
0.4500166020	0.1500000000	70.0000000000	0.0112180000	0.0001700000	-0.0190720000	0.0221272142	5	20032018	74047
0.5000024110	0.0000000000	0.0000000000	0.0010545592	0.0012454280	-0.0376660000	0.0377013361	0	20032018	74049
0.5000024110	0.0300000000	340.0000000000	0.0031900000	0.0012030000	-0.0369560000	0.0371129256	1	20032018	74049
0.5000024110	0.0600000000	70.0000000000	0.0088140000	-0.0000040000	-0.0353080000	0.0363915028	2	20032018	74049
0.5000024110	0.0900000000	340.0000000000	0.0112940000	0.0010950000	-0.0341390000	0.0359753357	3	20032018	74049
0.5000024110	0.1200000000	250.0000000000	0.0128870000	-0.0000000000	-0.0318540000	0.0343620734	4	20032018	74049
0.5000024110	0.1500000000	70.0000000000	0.0166440000	0.0002430000	-0.0258620000	0.0307558910	5	20032018	74049
0.5500405270	0.0000000000	0.0000000000	0.0013137482	0.0020364868	-0.0536250000	0.0536797340	0	20032018	74051
0.5500405270	0.0300000000	340.0000000000	0.0047680000	0.0019450000	-0.0527530000	0.0530037344	1	20032018	74051
