#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.0999824220	0.0000000000	0.0000000000	-0.0002382513	-0.0004686633	-0.0044180000	0.0044491722	0	20032018	90029
0.0999840010	0.0000000000	0.0000000000	0.0005330000	0.0000620000	-0.0044060000	0.0044385548	0	20032018	82321
0.0999887540	0.0000000000	0.0000000000	0.0001864489	0.0005794263	-0.0044460000	0.0044874730	0	20032018	83544
0.0999887540	0.0000000000	0.0000000000	0.0001876098	-0.0005629748	-0.0044550000	0.0044943479	0	20032018	90641
0.0999935000	0.0000000000	0.0000000000	0.0004551894	-0.0003349546	-0.0044510000	0.0044867352	0	20032018	91252
0.0999935000	0.0000000000	0.0000000000	-0.0005133037	0.0002708973	-0.0043900000	0.0044282012	0	20032018	84807
0.0999950870	0.0000000000	0.0000000000	-0.0005081388	-0.0001125833	-0.0044280000	0.0044584823	0	20032018	85418
0.0999966660	0.0000000000	0.0000000000	0.0004708178	0.0004081171	-0.0044520000	0.0044953902	0	20032018	82933
0.0999966660	0.0000000000	0.0000000000	-0.0002666725	0.0005838902	-0.0044070000	0.0044535032	0	20032018	84155
0.1000207520	0.0000000000	0.0000000000	0.0005428936	-0.0001720568	-0.0044520000	0.0044882782	0	20032018	81727
0.1000318370	0.0000000000	0.0000000000	-0.0000664880	-0.0005152828	-0.0044650000	0.0044951265	0	20032018	90047
0.1000571670	0.0000000000	0.0000000000	0.0002524115	-0.0004731896	-0.0044420000	0.0044742579	0	20032018	90659
0.1000634990	0.0000000000	0.0000000000	-0.0003792980	-0.0002869390	-0.0043860000	0.0044117113	0	20032018	85437
0.1000634990	0.0000000000	0.0000000000	-0.0005110000	0.0000680000	-0.0044490000	0.0044787661	0	20032018	84825
0.1000666660	0.0000000000	0.0000000000	0.0002797250	0.0005624979	-0.0044550000	0.0044990749	0	20032018	82951
0.1000698320	0.0000000000	0.0000000000	0.0005030638	0.0002288599	-0.0044480000	0.0044822041	0	20032018	82340
0.1000714190	0.0000000000	0.0000000000	-0.0004337044	0.0003652266	-0.0044200000	0.0044562192	0	20032018	84213
0.1000745850	0.0000000000	0.0000000000	-0.0000331115	0.0005851398	-0.0044060000	0.0044448083	0	20032018	83602
0.1000745850	0.0000000000	0.0000000000	0.0005276927	-0.0001494973	-0.0044200000	0.0044538982	0	20032018	91310
0.1000698320	0.0300000000	20.0000000000	0.0000360000	-0.0001140000	-0.0042580000	0.0042596779	1	20032018	82340
0.0999966660	0.0300000000	40.0000000000	0.0000150000	-0.0001650000	-0.0042970000	0.0043001929	1	20032018	82933
0.1000666660	0.0300000000	60.0000000000	0.0000440000	-0.0001820000	-0.0043180000	0.0043220578	1	20032018	82951
0.0999887540	0.0300000000	80.0000000000	-0.0000250000	-0.0002060000	-0.0042800000	0.0042850275	1	20032018	83544
0.1000745850	0.0300000000	100.0000000000	0.0000050000	-0.0002340000	-0.0043100000	0.0043163504	1	20032018	83602
0.0999966660	0.0300000000	120.0000000000	0.0000040000	-0.0001810000	-0.0042540000	0.0042578507	1	20032018	84155
0.1000714190	0.0300000000	140.0000000000	-0.0000050000	-0.0002670000	-0.0042860000	0.0042943114	1	20032018	84213
