#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
1.9999887700	0.0000000000	0.0000000000	-0.0037215010	-0.0088515467	-2.1204970000	2.1205187399	0	20032018	81050
1.9999887700	0.0000000000	0.0000000000	0.0073814877	0.0035206847	-2.1205080000	2.1205237701	0	20032018	81348
1.9999887700	0.0000000000	0.0000000000	0.0091122335	-0.0022323111	-2.1204240000	2.1204447542	0	20032018	81304
1.9999887700	0.0000000000	0.0000000000	0.0025475672	-0.0098399285	-2.1203970000	2.1204213619	0	20032018	81134
1.9999887700	0.0000000000	0.0000000000	0.0096668748	-0.0040820643	-2.1204080000	2.1204339646	0	20032018	81241
1.9999887700	0.0000000000	0.0000000000	0.0101617497	-0.0061221376	-2.1204420000	2.1204751866	0	20032018	81230
1.9999887700	0.0000000000	0.0000000000	-0.0065676433	-0.0045279084	-2.1204220000	2.1204370054	0	20032018	81017
1.9999887700	0.0000000000	0.0000000000	-0.0023834178	-0.0095557297	-2.1204050000	2.1204278711	0	20032018	81101
1.9999903560	0.0000000000	0.0000000000	0.0005181079	-0.0099607476	-2.1203950000	2.1204184589	0	20032018	81123
1.9999903560	0.0000000000	0.0000000000	0.0076487741	-0.0077845386	-2.1204660000	2.1204940839	0	20032018	81208
1.9999903560	0.0000000000	0.0000000000	0.0086559055	-0.0036031228	-2.1204360000	2.1204567285	0	20032018	81252
1.9999903560	0.0000000000	0.0000000000	0.0081970683	-0.0007872681	-2.1204630000	2.1204789898	0	20032018	81315
1.9999903560	0.0000000000	0.0000000000	0.0058719512	0.0055151310	-2.1204420000	2.1204573025	0	20032018	81411
1.9999903560	0.0000000000	0.0000000000	0.0090622357	-0.0072451566	-2.1204560000	2.1204877421	0	20032018	81219
1.9999903560	0.0000000000	0.0000000000	0.0067913139	0.0044407658	-2.1204990000	2.1205145251	0	20032018	81359
1.9999903560	0.0000000000	0.0000000000	-0.0010218781	-0.0104065375	-2.1205020000	2.1205277815	0	20032018	81112
1.9999903560	0.0000000000	0.0000000000	-0.0071078102	-0.0009789951	-2.1204240000	2.1204361389	0	20032018	80954
1.9999903560	0.0000000000	0.0000000000	0.0078786921	0.0019459539	-2.1204230000	2.1204385300	0	20032018	81337
1.9999903560	0.0000000000	0.0000000000	-0.0047295881	-0.0076349925	-2.1204430000	2.1204620200	0	20032018	81039
1.9999903560	0.0000000000	0.0000000000	-0.0066995345	-0.0034881590	-2.1204450000	2.1204584526	0	20032018	81005
1.9999903560	0.0000000000	0.0000000000	-0.0058866640	-0.0061596072	-2.1204450000	2.1204621175	0	20032018	81028
1.9999919430	0.0000000000	0.0000000000	-0.0021611169	0.0078170712	-2.1204690000	2.1204845100	0	20032018	80825
1.9999919430	0.0000000000	0.0000000000	0.0085071627	0.0013508461	-2.1204760000	2.1204934952	0	20032018	81326
1.9999919430	0.0000000000	0.0000000000	-0.0075317153	0.0049310405	-2.1205050000	2.1205241090	0	20032018	80910
1.9999919430	0.0000000000	0.0000000000	-0.0077901158	0.0031733599	-2.1204320000	2.1204486843	0	20032018	80921
1.9999919430	0.0000000000	0.0000000000	-0.0075987401	0.0020902278	-2.1204150000	2.1204296456	0	20032018	80932
1.9999919430	0.0000000000	0.0000000000	-0.0052552176	0.0063583042	-2.1204660000	2.1204820448	0	20032018	80847
1.9999919430	0.0000000000	0.0000000000	-0.0064959861	0.0061086884	-2.1204160000	2.1204347495	0	20032018	80859
1.9999919430	0.0000000000	0.0000000000	0.0062241702	-0.0086344930	-2.1204470000	2.1204737147	0	20032018	81157
1.9999919430	0.0000000000	0.0000000000	-0.0074410989	0.0006629884	-2.1204560000	2.1204691597	0	20032018	80943
1.9999919430	0.0000000000	0.0000000000	0.0044162068	-0.0089689513	-2.1204700000	2.1204935666	0	20032018	81145
1.9999935300	0.0000000000	0.0000000000	-0.0001041487	0.0074167645	-2.1204520000	2.1204649734	0	20032018	80814
1.9999935300	0.0000000000	0.0000000000	0.0045287679	0.0069061914	-2.1203820000	2.1203980832	0	20032018	80741
1.9999935300	0.0000000000	0.0000000000	0.0014962063	0.0075782405	-2.1204310000	2.1204450698	0	20032018	80803
1.9999967040	0.0000000000	0.0000000000	-0.0038369231	0.0074201503	-2.1204480000	2.1204644542	0	20032018	80836
