#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000223310	0.0000000000	0.0000000000	0.0005366301	-0.0002623606	-0.0000250000	0.0005978545	0	20032018	40426
0.1000223310	0.0300000000	340.0000000000	-0.0002440000	-0.0001550000	0.0001110000	0.0003096482	1	20032018	40426
0.1000223310	0.0600000000	70.0000000000	0.0000170000	-0.0002090000	0.0001580000	0.0002625529	2	20032018	40426
0.1000223310	0.0900000000	340.0000000000	0.0001590000	-0.0000050000	-0.0004350000	0.0004631749	3	20032018	40426
0.1000223310	0.1200000000	250.0000000000	-0.0001230000	0.0000900000	0.0000820000	0.0001730694	4	20032018	40426
0.1000223310	0.1500000000	70.0000000000	-0.0001580000	-0.0000790000	0.0001340000	0.0002217228	5	20032018	40426
0.1500240020	0.0000000000	0.0000000000	0.0005040104	-0.0002057925	-0.0000360000	0.0005455942	0	20032018	40429
0.1500240020	0.0300000000	340.0000000000	-0.0002260000	-0.0001460000	0.0001420000	0.0003042302	1	20032018	40429
0.1500240020	0.0600000000	70.0000000000	-0.0000340000	-0.0002350000	0.0001520000	0.0002819308	2	20032018	40429
0.1500240020	0.0900000000	340.0000000000	0.0001320000	0.0000370000	-0.0003900000	0.0004133921	3	20032018	40429
0.1500240020	0.1200000000	250.0000000000	-0.0000240000	0.0001370000	-0.0000110000	0.0001395206	4	20032018	40429
0.1500240020	0.1500000000	70.0000000000	-0.0001030000	-0.0000970000	0.0000860000	0.0001655717	5	20032018	40429
0.2000193330	0.0000000000	0.0000000000	0.0005114346	-0.0002350992	-0.0000260000	0.0005634829	0	20032018	40431
0.2000193330	0.0300000000	340.0000000000	-0.0002010000	-0.0001390000	0.0000670000	0.0002533989	1	20032018	40431
0.2000193330	0.0600000000	70.0000000000	0.0001270000	-0.0001800000	0.0002170000	0.0003092216	2	20032018	40431
