#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.0999855880	0.0000000000	0.0000000000	0.0005910000	-0.0000620000	-0.0009760000	0.0011426727	0	20032018	23256
0.0999871670	0.0000000000	0.0000000000	-0.0005115590	-0.0001031864	-0.0010100000	0.0011368553	0	20032018	30355
0.0999871670	0.0000000000	0.0000000000	-0.0005521109	0.0002052086	-0.0010220000	0.0011795851	0	20032018	25743
0.0999871670	0.0000000000	0.0000000000	0.0000801612	-0.0005006867	-0.0009720000	0.0010963106	0	20032018	31619
0.0999887540	0.0000000000	0.0000000000	-0.0002928660	-0.0005052588	-0.0009770000	0.0011382381	0	20032018	31006
0.0999887540	0.0000000000	0.0000000000	0.0003804511	-0.0003244580	-0.0009530000	0.0010762086	0	20032018	32231
0.0999903340	0.0000000000	0.0000000000	0.0003864204	0.0003764615	-0.0009630000	0.0011038175	0	20032018	23909
0.0999919200	0.0000000000	0.0000000000	-0.0002373135	0.0004530390	-0.0009330000	0.0010639789	0	20032018	25132
0.0999966660	0.0000000000	0.0000000000	0.0000855491	0.0004966904	-0.0008920000	0.0010245409	0	20032018	24520
0.1000175860	0.0000000000	0.0000000000	0.0005781839	-0.0001540403	-0.0009990000	0.0011644853	0	20032018	22701
0.1000634990	0.0000000000	0.0000000000	-0.0004265290	-0.0002913246	-0.0009860000	0.0011131006	0	20032018	30413
0.1000634990	0.0000000000	0.0000000000	0.0002752417	0.0005027326	-0.0009680000	0.0011249542	0	20032018	23927
0.1000634990	0.0000000000	0.0000000000	-0.0003542465	0.0003494644	-0.0009630000	0.0010839673	0	20032018	25150
0.1000634990	0.0000000000	0.0000000000	0.0005466627	0.0001383108	-0.0009760000	0.0011271850	0	20032018	23315
0.1000698320	0.0000000000	0.0000000000	-0.0005330000	0.0000250000	-0.0009670000	0.0011044469	0	20032018	25802
0.1000714190	0.0000000000	0.0000000000	0.0002567872	-0.0005087685	-0.0009360000	0.0010958472	0	20032018	31637
0.1000714190	0.0000000000	0.0000000000	-0.0000981659	0.0005797616	-0.0010250000	0.0011816874	0	20032018	24538
0.1000729980	0.0000000000	0.0000000000	-0.0000942387	-0.0004941428	-0.0010000000	0.0011194007	0	20032018	31025
0.1000793380	0.0000000000	0.0000000000	0.0004949382	-0.0002599561	-0.0009330000	0.0010876718	0	20032018	32249
0.1000634990	0.0300000000	20.0000000000	-0.0001890000	-0.0001710000	-0.0008710000	0.0009075258	1	20032018	23315
0.0999903340	0.0300000000	40.0000000000	-0.0001940000	-0.0001000000	-0.0008050000	0.0008340629	1	20032018	23909
0.1000634990	0.0300000000	60.0000000000	-0.0002380000	-0.0001830000	-0.0008210000	0.0008741705	1	20032018	23927
0.0999966660	0.0300000000	80.0000000000	-0.0001780000	-0.0002150000	-0.0007860000	0.0008340893	1	20032018	24520
0.1000714190	0.0300000000	100.0000000000	-0.0001580000	-0.0001880000	-0.0008400000	0.0008751617	1	20032018	24538
0.0999919200	0.0300000000	120.0000000000	-0.0002200000	-0.0002030000	-0.0008110000	0.0008644825	1	20032018	25132
0.1000634990	0.0300000000	140.0000000000	-0.0003020000	-0.0001810000	-0.0008450000	0.0009154179	1	20032018	25150
0.0999871670	0.0300000000	160.0000000000	-0.0002190000	-0.0001450000	-0.0008110000	0.0008524711	1	20032018	25743
0.1000698320	0.0300000000	180.0000000000	-0.0002380000	-0.0001780000	-0.0008230000	0.0008750183	1	20032018	25802
0.0999871670	0.0300000000	200.0000000000	-0.0001680000	-0.0001400000	-0.0008120000	0.0008409328	1	20032018	30355
0.1000634990	0.0300000000	220.0000000000	-0.0002110000	-0.0001180000	-0.0007650000	0.0008022905	1	20032018	30413
0.0999887540	0.0300000000	240.0000000000	-0.0001930000	-0.0001700000	-0.0008060000	0.0008460408	1	20032018	31006
0.1000729980	0.0300000000	260.0000000000	-0.0001900000	-0.0001490000	-0.0007880000	0.0008241632	1	20032018	31025
0.0999871670	0.0300000000	280.0000000000	-0.0002270000	-0.0001490000	-0.0008280000	0.0008713863	1	20032018	31619
0.1000714190	0.0300000000	300.0000000000	-0.0001970000	-0.0001420000	-0.0008320000	0.0008667162	1	20032018	31637
0.0999887540	0.0300000000	320.0000000000	-0.0001610000	-0.0001690000	-0.0007930000	0.0008266384	1	20032018	32231
0.1000175860	0.0300000000	340.0000000000	-0.0001740000	-0.0001360000	-0.0008180000	0.0008472874	1	20032018	22701
0.1000793380	0.0300000000	340.0000000000	-0.0001770000	-0.0001980000	-0.0008030000	0.0008457789	1	20032018	32249
0.0999855880	0.0300000000	360.0000000000	-0.0001640000	-0.0001500000	-0.0008750000	0.0009027851	1	20032018	23256
0.0999871670	0.0600000000	10.0000000000	0.0001630000	-0.0001700000	-0.0007840000	0.0008186116	2	20032018	31619
0.1000714190	0.0600000000	30.0000000000	0.0001650000	-0.0001180000	-0.0007210000	0.0007489927	2	20032018	31637
0.0999887540	0.0600000000	50.0000000000	0.0001660000	-0.0001450000	-0.0007710000	0.0008018865	2	20032018	32231
0.1000175860	0.0600000000	70.0000000000	0.0001620000	-0.0002010000	-0.0007990000	0.0008396702	2	20032018	22701
0.1000793380	0.0600000000	70.0000000000	0.0001290000	-0.0002430000	-0.0007160000	0.0007670372	2	20032018	32249
0.0999855880	0.0600000000	90.0000000000	0.0001560000	-0.0002240000	-0.0007650000	0.0008122420	2	20032018	23256
0.1000634990	0.0600000000	110.0000000000	0.0001450000	-0.0002170000	-0.0007190000	0.0007649020	2	20032018	23315
0.0999903340	0.0600000000	130.0000000000	0.0000700000	-0.0002140000	-0.0008130000	0.0008436024	2	20032018	23909
