#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000000000	0.0000000000	0.0000000000	0.0003944426	0.0007166199	-0.0003869636	0.0009049143	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0004802520	-0.0002605294	-0.0004369636	0.0006996104	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0005830000	0.0005201667	-0.0003869636	0.0008718964	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0002692776	0.0002251722	-0.0004489636	0.0005698959	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0000872855	0.0005955482	-0.0003209636	0.0006821393	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0003467703	-0.0000479724	-0.0003539636	0.0004978366	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0002775526	-0.0007203760	-0.0004069636	0.0008726949	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0000763932	-0.0004418272	-0.0004109636	0.0006082255	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0005061592	-0.0006789551	-0.0003899636	0.0009323351	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0003740577	0.0000152663	-0.0003649636	0.0005228295	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0004722163	0.0002356448	-0.0004139636	0.0006707329	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0004941125	0.0003415509	-0.0004179636	0.0007317771	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0003317295	0.0007971155	-0.0004169636	0.0009587994	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0000744782	0.0004670535	-0.0004119636	0.0006272161	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0004624358	0.0005669643	-0.0003529636	0.0008123292	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0004318026	-0.0008008449	-0.0003759636	0.0009844565	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0005520000	-0.0005429296	-0.0004339636	0.0008875816	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	-0.0001097625	-0.0006138559	-0.0004079636	0.0007451853	0	22052013	120000
0.1000000000	0.0000000000	0.0000000000	0.0002352250	-0.0002454734	-0.0004649636	0.0005760027	0	22052013	120000
0.1000000000	0.0300000000	20.0000000000	-0.0001854891	-0.0001551043	-0.0002899190	0.0003775137	1	22052013	120000
0.1000000000	0.0300000000	40.0000000000	-0.0002144891	-0.0001351668	-0.0002329190	0.0003442773	1	22052013	120000
0.1000000000	0.0300000000	60.0000000000	-0.0001994891	-0.0001036405	-0.0002579190	0.0003421395	1	22052013	120000
0.1000000000	0.0300000000	80.0000000000	-0.0001894891	-0.0001490599	-0.0003159190	0.0003974038	1	22052013	120000
0.1000000000	0.0300000000	100.0000000000	-0.0002144891	-0.0001873749	-0.0003159190	0.0004253466	1	22052013	120000
0.1000000000	0.0300000000	120.0000000000	-0.0002114891	-0.0001112591	-0.0002369190	0.0003365068	1	22052013	120000
0.1000000000	0.0300000000	140.0000000000	-0.0002614891	-0.0001868514	-0.0002219190	0.0003905612	1	22052013	120000
0.1000000000	0.0300000000	160.0000000000	-0.0001904891	-0.0001309548	-0.0002849190	0.0003668979	1	22052013	120000
0.1000000000	0.0300000000	180.0000000000	-0.0001734891	-0.0001513153	-0.0002429190	0.0003346706	1	22052013	120000
0.1000000000	0.0300000000	200.0000000000	-0.0001894891	-0.0002090123	-0.0002969190	0.0004095767	1	22052013	120000
0.1000000000	0.0300000000	220.0000000000	-0.0001404891	-0.0001293900	-0.0003109190	0.0003648966	1	22052013	120000
0.1000000000	0.0300000000	240.0000000000	-0.0001824891	-0.0001611640	-0.0002809190	0.0003717412	1	22052013	120000
0.1000000000	0.0300000000	260.0000000000	-0.0001714891	-0.0001714955	-0.0002929190	0.0003802903	1	22052013	120000
0.1000000000	0.0300000000	280.0000000000	-0.0002054891	-0.0001475689	-0.0002949190	0.0003885608	1	22052013	120000
0.1000000000	0.0300000000	300.0000000000	-0.0001994891	-0.0001205854	-0.0002359190	0.0003316542	1	22052013	120000
