#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000029980	0.0000000000	0.0000000000	-0.0004548446	-0.0001163593	-0.0004078792	0.0006219232	0	0	120000
0.1000093380	0.0000000000	0.0000000000	0.0005037248	-0.0000448618	-0.0004008803	0.0006453343	0	0	120000
0.1000093380	0.0000000000	0.0000000000	-0.0002289451	-0.0004059296	-0.0004058803	0.0006180077	0	0	120000
0.1000093380	0.0000000000	0.0000000000	0.0001390862	0.0005198337	-0.0004188803	0.0006819331	0	0	120000
0.1000093380	0.0000000000	0.0000000000	0.0000597806	-0.0005304947	-0.0003958803	0.0006646199	0	0	120000
0.1000109180	0.0000000000	0.0000000000	-0.0005046414	0.0001581722	-0.0004648806	0.0007041274	0	0	120000
0.1000109180	0.0000000000	0.0000000000	-0.0002303759	0.0005046842	-0.0003818806	0.0006735072	0	0	120000
0.1000109180	0.0000000000	0.0000000000	0.0003796471	-0.0003669545	-0.0004058806	0.0006659779	0	0	120000
0.1000125050	0.0000000000	0.0000000000	0.0003824740	0.0003265245	-0.0004188809	0.0006544966	0	0	120000
0.1000302510	0.0000000000	0.0000000000	0.0004747740	-0.0002004342	-0.0004198842	0.0006647458	0	0	120000
0.1000745850	0.0000000000	0.0000000000	0.0004826439	0.0001673930	-0.0004338923	0.0006702448	0	0	120000
0.1000777510	0.0000000000	0.0000000000	-0.0004169066	0.0003405956	-0.0004118929	0.0006778438	0	0	120000
0.1000793380	0.0000000000	0.0000000000	-0.0004454623	-0.0003016207	-0.0004128932	0.0006781538	0	0	120000
0.1000793380	0.0000000000	0.0000000000	-0.0000168901	0.0004917213	-0.0004248932	0.0006500841	0	0	120000
0.1000793380	0.0000000000	0.0000000000	0.0002538947	-0.0004500969	-0.0003858932	0.0006449522	0	0	120000
0.1000825040	0.0000000000	0.0000000000	-0.0001423651	-0.0004774437	-0.0003968938	0.0006369812	0	0	120000
0.1000825040	0.0000000000	0.0000000000	-0.0005252752	0.0000011382	-0.0003788938	0.0006476696	0	0	120000
0.1000920030	0.0000000000	0.0000000000	0.0001787896	0.0004082875	-0.0004018955	0.0006001537	0	0	120000
0.1000935820	0.0000000000	0.0000000000	0.0004541871	-0.0001897486	-0.0003908958	0.0006285618	0	0	120000
0.1000745850	0.0300000000	20.0000000000	-0.0001553895	-0.0001837315	-0.0002818416	0.0003705912	1	0	120000
0.1000125050	0.0300000000	40.0000000000	-0.0002202889	-0.0001346962	-0.0002298264	0.0003456738	1	0	120000
0.1000920030	0.0300000000	60.0000000000	-0.0002011817	-0.0001506975	-0.0002348370	0.0003439945	1	0	120000
0.1000093380	0.0300000000	80.0000000000	-0.0001520820	-0.0001327353	-0.0002858180	0.0003499136	1	0	120000
0.1000793380	0.0300000000	100.0000000000	-0.0002080007	-0.0001208050	-0.0002698278	0.0003614764	1	0	120000
0.1000109180	0.0300000000	120.0000000000	-0.0001509487	-0.0001288982	-0.0002928132	0.0003537511	1	0	120000
0.1000777510	0.0300000000	140.0000000000	-0.0001539312	-0.0001140038	-0.0003148249	0.0003685191	1	0	120000
0.1000109180	0.0300000000	160.0000000000	-0.0001909513	-0.0001521088	-0.0002668133	0.0003616474	1	0	120000
0.1000825040	0.0300000000	180.0000000000	-0.0000910055	-0.0000992008	-0.0002278285	0.0002646293	1	0	120000
0.1000029980	0.0300000000	200.0000000000	-0.0002130886	-0.0001062685	-0.0002408170	0.0003386629	1	0	120000
