#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.0100272500	0.0000000000	0.0000000000	0.0005145197	-0.0002032325	-0.0002010000	0.0005885873	0	21032018	45321
0.0100272500	0.0300000000	340.0000000000	-0.0002240000	-0.0001340000	-0.0000960000	0.0002781151	1	21032018	45321
0.0100272500	0.0600000000	70.0000000000	0.0000430000	-0.0002190000	-0.0000980000	0.0002437499	2	21032018	45321
0.0100272500	0.0900000000	340.0000000000	0.0000710000	0.0000070000	-0.0005140000	0.0005189277	3	21032018	45321
0.0100272500	0.1200000000	250.0000000000	-0.0001160000	0.0000500000	-0.0001720000	0.0002134010	4	21032018	45321
0.0100272500	0.1500000000	70.0000000000	-0.0001260000	0.0000160000	-0.0001200000	0.0001747341	5	21032018	45321
0.1100115810	0.0000000000	0.0000000000	0.0004396034	-0.0001663876	-0.0002480000	0.0005314508	0	21032018	45323
0.1100115810	0.0300000000	340.0000000000	-0.0000930000	-0.0001400000	-0.0000700000	0.0001820687	1	21032018	45323
0.1100115810	0.0600000000	70.0000000000	-0.0000040000	-0.0001230000	-0.0001100000	0.0001650606	2	21032018	45323
0.1100115810	0.0900000000	340.0000000000	0.0000600000	0.0000020000	-0.0005290000	0.0005323955	3	21032018	45323
0.1100115810	0.1200000000	250.0000000000	-0.0000690000	0.0000520000	-0.0002260000	0.0002419525	4	21032018	45323
0.1100115810	0.1500000000	70.0000000000	-0.0001680000	0.0000880000	-0.0001160000	0.0002223151	5	21032018	45323
0.2100212550	0.0000000000	0.0000000000	0.0005022934	-0.0002339004	-0.0002830000	0.0006221712	0	21032018	45326
0.2100212550	0.0300000000	340.0000000000	-0.0001750000	-0.0001390000	-0.0000600000	0.0002314001	1	21032018	45326
0.2100212550	0.0600000000	70.0000000000	-0.0000220000	-0.0001470000	-0.0001120000	0.0001861102	2	21032018	45326
0.2100212550	0.0900000000	340.0000000000	0.0000570000	0.0000980000	-0.0005720000	0.0005831269	3	21032018	45326
0.2100212550	0.1200000000	250.0000000000	-0.0001400000	0.0000110000	-0.0001650000	0.0002166703	4	21032018	45326
0.2100212550	0.1500000000	70.0000000000	-0.0001520000	0.0000520000	-0.0001440000	0.0002157406	5	21032018	45326
0.3100356750	0.0000000000	0.0000000000	0.0004944372	-0.0002203992	-0.0002320000	0.0005889550	0	21032018	45328
0.3100356750	0.0300000000	340.0000000000	-0.0001860000	-0.0001290000	-0.0001020000	0.0002482761	1	21032018	45328
0.3100356750	0.0600000000	70.0000000000	-0.0000090000	-0.0001900000	-0.0000550000	0.0001980051	2	21032018	45328
0.3100356750	0.0900000000	340.0000000000	0.0000290000	-0.0000250000	-0.0006130000	0.0006141946	3	21032018	45328
0.3100356750	0.1200000000	250.0000000000	-0.0001230000	0.0000900000	-0.0001260000	0.0001977498	4	21032018	45328
0.3100356750	0.1500000000	70.0000000000	-0.0001560000	-0.0000160000	-0.0001110000	0.0001921276	5	21032018	45328
0.4100168460	0.0000000000	0.0000000000	0.0004981131	-0.0002132237	-0.0002260000	0.0005870750	0	21032018	45331
0.4100168460	0.0300000000	340.0000000000	-0.0002480000	-0.0001040000	-0.0000680000	0.0002773878	1	21032018	45331
0.4100168460	0.0600000000	70.0000000000	0.0000520000	-0.0002230000	-0.0001060000	0.0002523272	2	21032018	45331
0.4100168460	0.0900000000	340.0000000000	0.0000660000	-0.0000440000	-0.0005500000	0.0005556906	3	21032018	45331
0.4100168460	0.1200000000	250.0000000000	-0.0001650000	0.0000770000	-0.0002200000	0.0002855766	4	21032018	45331
0.4100168460	0.1500000000	70.0000000000	-0.0000570000	0.0000870000	-0.0001470000	0.0001800750	5	21032018	45331
0.5100122680	0.0000000000	0.0000000000	0.0005367131	-0.0002709042	-0.0001570000	0.0006213687	0	21032018	45333
0.5100122680	0.0300000000	340.0000000000	-0.0002150000	-0.0001390000	-0.0000040000	0.0002560508	1	21032018	45333
0.5100122680	0.0600000000	70.0000000000	0.0000010000	-0.0001990000	-0.0000140000	0.0001994944	2	21032018	45333
0.5100122680	0.0900000000	340.0000000000	0.0000970000	0.0000150000	-0.0005130000	0.0005223055	3	21032018	45333
0.5100122680	0.1200000000	250.0000000000	-0.0001980000	0.0000400000	-0.0002280000	0.0003046112	4	21032018	45333
0.5100122680	0.1500000000	70.0000000000	-0.0001720000	0.0000720000	-0.0001370000	0.0002313806	5	21032018	45333
0.6100330200	0.0000000000	0.0000000000	0.0004638523	-0.0002167164	0.0000470000	0.0005141342	0	21032018	45336
0.6100330200	0.0300000000	340.0000000000	-0.0002370000	-0.0001120000	0.0001760000	0.0003157356	1	21032018	45336
0.6100330200	0.0600000000	70.0000000000	-0.0000490000	-0.0001590000	0.0001320000	0.0002123817	2	21032018	45336
0.6100330200	0.0900000000	340.0000000000	-0.0000140000	-0.0000300000	-0.0003490000	0.0003505667	3	21032018	45336
0.6100330200	0.1200000000	250.0000000000	-0.0002620000	0.0001290000	0.0000230000	0.0002929403	4	21032018	45336
0.6100330200	0.1500000000	70.0000000000	-0.0002940000	0.0001050000	0.0000480000	0.0003158560	5	21032018	45336
0.7100332030	0.0000000000	0.0000000000	0.0005127198	-0.0002227968	0.0002190000	0.0006004007	0	21032018	45339
0.7100332030	0.0300000000	340.0000000000	-0.0002470000	-0.0000860000	0.0003830000	0.0004637823	1	21032018	45339
0.7100332030	0.0600000000	70.0000000000	-0.0000720000	-0.0002820000	0.0003500000	0.0004552011	2	21032018	45339
0.7100332030	0.0900000000	340.0000000000	0.0000050000	0.0000090000	-0.0000340000	0.0000355246	3	21032018	45339
0.7100332030	0.1200000000	250.0000000000	-0.0002750000	0.0000900000	0.0003540000	0.0004572100	4	21032018	45339
0.7100332030	0.1500000000	70.0000000000	-0.0002180000	0.0000560000	0.0005530000	0.0005970502	5	21032018	45339
0.8100143430	0.0000000000	0.0000000000	0.0005158083	-0.0001792255	0.0003720000	0.0006607299	0	21032018	45341
0.8100143430	0.0300000000	340.0000000000	-0.0002010000	-0.0001420000	0.0005000000	0.0005572836	1	21032018	45341
0.8100143430	0.0600000000	70.0000000000	0.0000250000	-0.0002260000	0.0004690000	0.0005212120	2	21032018	45341
0.8100143430	0.0900000000	340.0000000000	0.0000700000	0.0000190000	0.0000720000	0.0001022008	3	21032018	45341
0.8100143430	0.1200000000	250.0000000000	-0.0001120000	0.0001200000	0.0004780000	0.0005053989	4	21032018	45341
0.8100143430	0.1500000000	70.0000000000	-0.0000560000	0.0000090000	0.0005250000	0.0005280549	5	21032018	45341
0.9100097660	0.0000000000	0.0000000000	0.0005146095	-0.0001883667	0.0002950000	0.0006223584	0	21032018	45344
0.9100097660	0.0300000000	340.0000000000	-0.0001930000	-0.0000960000	0.0005170000	0.0005601375	1	21032018	45344
0.9100097660	0.0600000000	70.0000000000	0.0000890000	-0.0002330000	0.0004510000	0.0005153746	2	21032018	45344
