#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000045850	0.0000000000	0.0000000000	0.0003944426	0.0003140064	-0.0001990000	0.0005420203	0	21032018	111855
0.1000045850	0.0000000000	0.0000000000	-0.0004802520	0.0002301347	-0.0002490000	0.0005878818	0	21032018	114020
0.1000045850	0.0000000000	0.0000000000	0.0005830000	-0.0000750000	-0.0001990000	0.0006205763	0	21032018	111147
0.1000061650	0.0000000000	0.0000000000	-0.0002692776	0.0005004024	-0.0002610000	0.0006253271	0	21032018	113311
0.1000061650	0.0000000000	0.0000000000	0.0000872855	0.0005065385	-0.0001330000	0.0005309322	0	21032018	112603
0.1000061650	0.0000000000	0.0000000000	0.0003467703	-0.0004019345	-0.0001660000	0.0005561987	0	21032018	120854
0.1000077510	0.0000000000	0.0000000000	-0.0002775526	-0.0004367351	-0.0002190000	0.0005619021	0	21032018	115437
0.1000077510	0.0000000000	0.0000000000	0.0000763932	-0.0005196288	-0.0002230000	0.0005705953	0	21032018	120145
0.1000077510	0.0000000000	0.0000000000	-0.0005061592	-0.0001618792	-0.0002020000	0.0005685121	0	21032018	114728
0.1000239180	0.0000000000	0.0000000000	-0.0003740577	0.0003974177	-0.0001770000	0.0005737499	0	21032018	113330
0.1000302510	0.0000000000	0.0000000000	0.0004722163	-0.0002463651	-0.0002260000	0.0005785845	0	21032018	120913
0.1000365830	0.0000000000	0.0000000000	0.0004941125	-0.0001628154	-0.0002300000	0.0005688198	0	21032018	110455
0.1000650860	0.0000000000	0.0000000000	0.0003317295	0.0004585723	-0.0002290000	0.0006105522	0	21032018	111914
0.1000745850	0.0000000000	0.0000000000	-0.0000744782	0.0005433213	-0.0002240000	0.0005923859	0	21032018	112622
0.1000793380	0.0000000000	0.0000000000	0.0004624358	0.0000948846	-0.0001650000	0.0005000750	0	21032018	111205
0.1000809170	0.0000000000	0.0000000000	-0.0004318026	-0.0003597145	-0.0001880000	0.0005926145	0	21032018	114747
0.1000825040	0.0000000000	0.0000000000	-0.0005520000	0.0000210000	-0.0002460000	0.0006046991	0	21032018	114039
0.1000825040	0.0000000000	0.0000000000	-0.0001097625	-0.0005015598	-0.0002200000	0.0005585786	0	21032018	115456
0.1000825040	0.0000000000	0.0000000000	0.0002352250	-0.0004854217	-0.0002770000	0.0006063778	0	21032018	120204
0.1000793380	0.0300000000	20.0000000000	-0.0001880000	-0.0001600000	-0.0001020000	0.0002671105	1	21032018	111205
0.1000045850	0.0300000000	40.0000000000	-0.0002170000	-0.0001410000	-0.0000450000	0.0002626690	1	21032018	111855
0.1000650860	0.0300000000	60.0000000000	-0.0002020000	-0.0001090000	-0.0000700000	0.0002399687	1	21032018	111914
0.1000061650	0.0300000000	80.0000000000	-0.0001920000	-0.0001540000	-0.0001280000	0.0002774239	1	21032018	112603
0.1000745850	0.0300000000	100.0000000000	-0.0002170000	-0.0001930000	-0.0001280000	0.0003173673	1	21032018	112622
0.1000061650	0.0300000000	120.0000000000	-0.0002140000	-0.0001170000	-0.0000490000	0.0002487690	1	21032018	113311
0.1000239180	0.0300000000	140.0000000000	-0.0002640000	-0.0001940000	-0.0000340000	0.0003293752	1	21032018	113330
0.1000045850	0.0300000000	160.0000000000	-0.0001930000	-0.0001360000	-0.0000970000	0.0002552528	1	21032018	114020
