#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.1000029980	0.0000000000	0.0000000000	-0.0004545694	-0.0001164975	-0.0002280000	0.0005217174	0	21032018	92924
0.1000093380	0.0000000000	0.0000000000	0.0005040000	-0.0000450000	-0.0002210000	0.0005521612	0	21032018	85259
0.1000093380	0.0000000000	0.0000000000	-0.0002286699	-0.0004060678	-0.0002260000	0.0005179353	0	21032018	93641
0.1000093380	0.0000000000	0.0000000000	0.0001393614	0.0005196955	-0.0002390000	0.0005887495	0	21032018	90734
0.1000093380	0.0000000000	0.0000000000	0.0000600558	-0.0005306329	-0.0002160000	0.0005760503	0	21032018	94358
0.1000109180	0.0000000000	0.0000000000	-0.0005043662	0.0001580340	-0.0002850000	0.0006004873	0	21032018	92207
0.1000109180	0.0000000000	0.0000000000	-0.0002301007	0.0005045460	-0.0002020000	0.0005901839	0	21032018	91451
0.1000109180	0.0000000000	0.0000000000	0.0003799223	-0.0003670927	-0.0002260000	0.0005746077	0	21032018	95115
0.1000125050	0.0000000000	0.0000000000	0.0003827492	0.0003263863	-0.0002390000	0.0005569075	0	21032018	90016
0.1000302510	0.0000000000	0.0000000000	0.0004750492	-0.0002005724	-0.0002400000	0.0005687715	0	21032018	84559
0.1000745850	0.0000000000	0.0000000000	0.0004829191	0.0001672548	-0.0002540000	0.0005707022	0	21032018	85318
0.1000777510	0.0000000000	0.0000000000	-0.0004166314	0.0003404574	-0.0002320000	0.0005859326	0	21032018	91510
0.1000793380	0.0000000000	0.0000000000	-0.0004451871	-0.0003017589	-0.0002330000	0.0005861220	0	21032018	92943
0.1000793380	0.0000000000	0.0000000000	-0.0000166149	0.0004915831	-0.0002450000	0.0005495043	0	21032018	90752
0.1000793380	0.0000000000	0.0000000000	0.0002541699	-0.0004502351	-0.0002060000	0.0005565519	0	21032018	94417
0.1000825040	0.0000000000	0.0000000000	-0.0001420899	-0.0004775819	-0.0002170000	0.0005434731	0	21032018	93700
