#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
3.5719934080	0.0000000000	0.0000000000	-0.0073546774	0.0080466222	1.7342920000	1.7343262613	0	22032018	91057
3.5719965820	0.0000000000	0.0000000000	-0.0077329568	0.0081428990	1.7343130000	1.7343493556	0	22032018	91046
3.5719965820	0.0000000000	0.0000000000	-0.0100265834	0.0119820412	1.7339120000	1.7339823890	0	22032018	91537
3.5719980470	0.0000000000	0.0000000000	-0.0062843585	0.0078789573	1.7342350000	1.7342642839	0	22032018	91120
3.5719980470	0.0000000000	0.0000000000	-0.0055265996	0.0074790906	1.7342250000	1.7342499332	0	22032018	91131
3.5719980470	0.0000000000	0.0000000000	-0.0068469622	0.0079043263	1.7343040000	1.7343355280	0	22032018	91108
3.5719997560	0.0000000000	0.0000000000	-0.0082899283	0.0098912588	1.7338290000	1.7338770317	0	22032018	91633
3.5719997560	0.0000000000	0.0000000000	-0.0045976083	0.0114155319	1.7342850000	1.7343286637	0	22032018	91334
3.5720000000	0.0000000000	0.0000000000	-0.0088801485	0.0123673641	1.7334760000	1.7335428611	0	22032018	91509
3.5720012210	0.0000000000	0.0000000000	-0.0048115603	0.0073981411	1.7342350000	1.7342574546	0	22032018	91142
3.5720012210	0.0000000000	0.0000000000	-0.0082209188	0.0093515305	1.7339000000	1.7339447063	0	22032018	91706
3.5720012210	0.0000000000	0.0000000000	-0.0042977950	0.0079111107	1.7343440000	1.7343673680	0	22032018	91153
3.5720029300	0.0000000000	0.0000000000	-0.0038251633	0.0085317370	1.7344140000	1.7344392021	0	22032018	91227
3.5720029300	0.0000000000	0.0000000000	-0.0070800831	0.0129891336	1.7340510000	1.7341141011	0	22032018	91441
3.5720029300	0.0000000000	0.0000000000	-0.0045088462	0.0095287076	1.7343770000	1.7344090360	0	22032018	91300
3.5720029300	0.0000000000	0.0000000000	-0.0081433913	0.0088320392	1.7339480000	1.7339896154	0	22032018	91718
3.5720029300	0.0000000000	0.0000000000	-0.0054667277	0.0128952896	1.7341590000	1.7342155607	0	22032018	91408
3.5720029300	0.0000000000	0.0000000000	-0.0044532829	0.0090222030	1.7344580000	1.7344871823	0	22032018	91249
3.5720029300	0.0000000000	0.0000000000	-0.0035978617	0.0078279390	1.7343520000	1.7343733973	0	22032018	91216
3.5720029300	0.0000000000	0.0000000000	-0.0039027443	0.0076085047	1.7344180000	1.7344390792	0	22032018	91204
3.5720029300	0.0000000000	0.0000000000	-0.0041919932	0.0086392312	1.7343090000	1.7343355836	0	22032018	91238
3.5720029300	0.0000000000	0.0000000000	-0.0050213548	0.0125411217	1.7341580000	1.7342106166	0	22032018	91357
3.5720029300	0.0000000000	0.0000000000	-0.0048079607	0.0119766935	1.7343580000	1.7344060164	0	22032018	91345
3.5720031740	0.0000000000	0.0000000000	-0.0066324981	0.0126159433	1.7336420000	1.7337005901	0	22032018	91436
3.5720031740	0.0000000000	0.0000000000	-0.0075075277	0.0128523669	1.7335460000	1.7336098986	0	22032018	91447
3.5720031740	0.0000000000	0.0000000000	-0.0043977890	0.0097934871	1.7338540000	1.7338872357	0	22032018	91306
