#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.0100098330	0.0000000000	0.0000000000	0.0005166444	-0.0002412521	-0.0002590000	0.0006262627	0	21032018	83746
0.0100098330	0.0300000000	340.0000000000	-0.0002150000	-0.0001730000	-0.0001340000	0.0003067735	1	21032018	83746
0.0100098330	0.0600000000	70.0000000000	-0.0000100000	-0.0002720000	-0.0000460000	0.0002760435	2	21032018	83746
0.0100098330	0.0900000000	340.0000000000	0.0001000000	0.0000330000	-0.0005170000	0.0005276154	3	21032018	83746
0.0100098330	0.1200000000	250.0000000000	-0.0002050000	0.0000920000	-0.0001720000	0.0002829717	4	21032018	83746
0.0100098330	0.1500000000	70.0000000000	-0.0000430000	-0.0000720000	-0.0000660000	0.0001067193	5	21032018	83746
0.1100115810	0.0000000000	0.0000000000	0.0005692948	-0.0001667676	-0.0002930000	0.0006616321	0	21032018	83748
0.1100115810	0.0300000000	340.0000000000	-0.0002160000	-0.0001700000	-0.0001430000	0.0003098467	1	21032018	83748
0.1100115810	0.0600000000	70.0000000000	-0.0000370000	-0.0001940000	-0.0000120000	0.0001978611	2	21032018	83748
0.1100115810	0.0900000000	340.0000000000	0.0000230000	0.0000480000	-0.0006500000	0.0006521756	3	21032018	83748
0.1100115810	0.1200000000	250.0000000000	-0.0001590000	0.0000520000	-0.0002020000	0.0002622766	4	21032018	83748
0.1100115810	0.1500000000	70.0000000000	-0.0001340000	-0.0000540000	-0.0001090000	0.0001809779	5	21032018	83748
0.2100117490	0.0000000000	0.0000000000	0.0005162333	-0.0001868294	-0.0002650000	0.0006096122	0	21032018	83751
0.2100117490	0.0300000000	340.0000000000	-0.0001960000	-0.0001670000	-0.0001070000	0.0002788440	1	21032018	83751
0.2100117490	0.0600000000	70.0000000000	-0.0000270000	-0.0001860000	-0.0001460000	0.0002379937	2	21032018	83751
0.2100117490	0.0900000000	340.0000000000	0.0000650000	0.0000200000	-0.0005600000	0.0005641144	3	21032018	83751
