#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.3999816590	0.0000000000	0.0000000000	0.0004540000	-0.0002580000	0.0341520000	0.0341559919	0	22032018	83610
0.3999892580	0.0000000000	0.0000000000	0.0005710944	-0.0010106222	0.0341660000	0.0341857143	0	22032018	85127
0.3999895940	0.0000000000	0.0000000000	0.0004195035	-0.0003368350	0.0341120000	0.0341162422	0	22032018	83845
0.3999895940	0.0000000000	0.0000000000	0.0006331051	-0.0010085702	0.0341600000	0.0341807495	0	22032018	85137
0.3999908450	0.0000000000	0.0000000000	0.0004646027	-0.0002968321	0.0340840000	0.0340884588	0	22032018	83835
0.3999908450	0.0000000000	0.0000000000	0.0006468152	-0.0010851005	0.0341250000	0.0341483739	0	22032018	85402
0.3999911800	0.0000000000	0.0000000000	0.0003071870	-0.0006519364	0.0341460000	0.0341536045	0	22032018	84354
0.3999911800	0.0000000000	0.0000000000	0.0006310865	-0.0000934819	0.0341170000	0.0341229644	0	22032018	83335
0.3999911800	0.0000000000	0.0000000000	0.0007183060	-0.0011275041	0.0341810000	0.0342071336	0	22032018	85412
0.3999924320	0.0000000000	0.0000000000	0.0008794995	-0.0001536055	0.0340820000	0.0340936921	0	22032018	83051
0.3999924320	0.0000000000	0.0000000000	0.0003255859	-0.0004159313	0.0341100000	0.0341140895	0	22032018	84109
0.3999924320	0.0000000000	0.0000000000	0.0008512901	-0.0010515223	0.0340860000	0.0341128391	0	22032018	85637
0.3999927670	0.0000000000	0.0000000000	0.0003130216	-0.0005192827	0.0341140000	0.0341193879	0	22032018	84119
0.3999927670	0.0000000000	0.0000000000	0.0008868697	-0.0010017396	0.0340990000	0.0341252373	0	22032018	85647
0.3999927670	0.0000000000	0.0000000000	0.0011621068	-0.0004465823	0.0341020000	0.0341247173	0	22032018	82318
0.3999940190	0.0000000000	0.0000000000	0.0010027451	-0.0002405478	0.0341110000	0.0341265832	0	22032018	82816
0.3999940190	0.0000000000	0.0000000000	0.0002837494	-0.0005983864	0.0340800000	0.0340864340	0	22032018	84344
0.3999940190	0.0000000000	0.0000000000	0.0011999633	-0.0005186926	0.0341080000	0.0341330429	0	22032018	82308
0.3999943540	0.0000000000	0.0000000000	0.0010102361	-0.0002585016	0.0341250000	0.0341409289	0	22032018	82552
0.3999943540	0.0000000000	0.0000000000	0.0003113171	-0.0009007440	0.0341440000	0.0341572978	0	22032018	84628
0.3999955750	0.0000000000	0.0000000000	0.0005596112	-0.0001606156	0.0341560000	0.0341609616	0	22032018	83600
0.3999955750	0.0000000000	0.0000000000	0.0011813018	-0.0008040747	0.0340900000	0.0341199371	0	22032018	81758
0.3999955750	0.0000000000	0.0000000000	0.0012576473	-0.0006232016	0.0340910000	0.0341198819	0	22032018	82033
0.3999959110	0.0000000000	0.0000000000	0.0010800000	-0.0009920000	0.0341200000	0.0341514987	0	22032018	81259
0.3999959110	0.0000000000	0.0000000000	0.0009462344	-0.0001869261	0.0341310000	0.0341446257	0	22032018	82826
0.3999974980	0.0000000000	0.0000000000	0.0007904225	-0.0001750209	0.0341910000	0.0342005831	0	22032018	83101
0.3999987490	0.0000000000	0.0000000000	0.0004020000	-0.0009050000	0.0340660000	0.0340803900	0	22032018	84853
0.3999987490	0.0000000000	0.0000000000	0.0002823986	-0.0007561898	0.0341160000	0.0341255480	0	22032018	84618
0.3999987490	0.0000000000	0.0000000000	0.0007734402	-0.0000943623	0.0341190000	0.0341278958	0	22032018	83325
0.3999990840	0.0000000000	0.0000000000	0.0011665313	-0.0008396605	0.0341490000	0.0341792338	0	22032018	81533
0.4000003360	0.0000000000	0.0000000000	0.0011408814	-0.0009706341	0.0341210000	0.0341538634	0	22032018	81523
0.4000006710	0.0000000000	0.0000000000	0.0012292567	-0.0007073336	0.0341520000	0.0341814350	0	22032018	81808
0.4000006710	0.0000000000	0.0000000000	0.0012440266	-0.0005692827	0.0341170000	0.0341444194	0	22032018	82043
0.4000019230	0.0000000000	0.0000000000	0.0008902128	-0.0010210966	0.0340790000	0.0341059138	0	22032018	81249
