#z (m)	r (m)	phi (deg) 	Br (T)	Bphi (T)	Bz (T)	B (T)	probeID	Date (DDMMYYY)	Time (24-HH:MM:SS)
0.0100130000	0.0000000000	0.0000000000	0.0005521212	-0.0001700945	-0.0001820000	0.0006057178	0	21032018	105836
0.0100130000	0.0300000000	340.0000000000	-0.0001290000	-0.0001920000	-0.0000620000	0.0002394765	1	21032018	105836
0.0100130000	0.0600000000	70.0000000000	-0.0000440000	-0.0002560000	-0.0000690000	0.0002687620	2	21032018	105836
0.0100130000	0.0900000000	340.0000000000	0.0000570000	0.0000140000	-0.0005820000	0.0005849521	3	21032018	105836
0.0100130000	0.1200000000	250.0000000000	-0.0001850000	0.0000950000	-0.0000850000	0.0002246664	4	21032018	105836
0.0100130000	0.1500000000	70.0000000000	-0.0000960000	0.0000060000	-0.0001180000	0.0001522367	5	21032018	105836
0.1100115810	0.0000000000	0.0000000000	0.0004798271	-0.0002225308	-0.0002420000	0.0005816511	0	21032018	105838
0.1100115810	0.0300000000	340.0000000000	-0.0001020000	-0.0001630000	-0.0001340000	0.0002343694	1	21032018	105838
0.1100115810	0.0600000000	70.0000000000	0.0000130000	-0.0002240000	-0.0001350000	0.0002618587	2	21032018	105838
0.1100115810	0.0900000000	340.0000000000	0.0000860000	0.0000210000	-0.0005680000	0.0005748574	3	21032018	105838
0.1100115810	0.1200000000	250.0000000000	-0.0001420000	0.0001390000	-0.0001650000	0.0002582828	4	21032018	105838
0.1100115810	0.1500000000	70.0000000000	0.0000150000	-0.0000140000	-0.0000280000	0.0000347131	5	21032018	105838
0.2100165100	0.0000000000	0.0000000000	0.0005054545	-0.0002339867	-0.0002320000	0.0006033722	0	21032018	105841
0.2100165100	0.0300000000	340.0000000000	-0.0001880000	-0.0001450000	-0.0000340000	0.0002398437	1	21032018	105841
0.2100165100	0.0600000000	70.0000000000	0.0000230000	-0.0002110000	-0.0001280000	0.0002478588	2	21032018	105841
0.2100165100	0.0900000000	340.0000000000	0.0000460000	-0.0000300000	-0.0005790000	0.0005815987	3	21032018	105841
0.2100165100	0.1200000000	250.0000000000	-0.0001130000	0.0000600000	-0.0001690000	0.0002119670	4	21032018	105841
0.2100165100	0.1500000000	70.0000000000	-0.0000660000	0.0000210000	-0.0000180000	0.0000715612	5	21032018	105841
0.3100404360	0.0000000000	0.0000000000	0.0005370689	-0.0002231457	-0.0002550000	0.0006350291	0	21032018	105843
0.3100404360	0.0300000000	340.0000000000	-0.0002560000	-0.0002070000	-0.0000860000	0.0003402661	1	21032018	105843
0.3100404360	0.0600000000	70.0000000000	0.0000510000	-0.0002610000	-0.0001140000	0.0002893406	2	21032018	105843
0.3100404360	0.0900000000	340.0000000000	0.0000950000	0.0000710000	-0.0005220000	0.0005353037	3	21032018	105843
0.3100404360	0.1200000000	250.0000000000	-0.0000960000	0.0001150000	-0.0000740000	0.0001670838	4	21032018	105843
0.3100404360	0.1500000000	70.0000000000	-0.0000730000	-0.0000340000	-0.0001140000	0.0001395744	5	21032018	105843
0.4100342710	0.0000000000	0.0000000000	0.0005783393	-0.0002062416	-0.0002170000	0.0006512304	0	21032018	105846
0.4100342710	0.0300000000	340.0000000000	-0.0002260000	-0.0001670000	-0.0000710000	0.0002898379	1	21032018	105846
0.4100342710	0.0600000000	70.0000000000	-0.0000310000	-0.0002470000	-0.0001030000	0.0002694049	2	21032018	105846
0.4100342710	0.0900000000	340.0000000000	0.0001020000	0.0000260000	-0.0005690000	0.0005786545	3	21032018	105846
0.4100342710	0.1200000000	250.0000000000	-0.0001540000	0.0001070000	-0.0001370000	0.0002322369	4	21032018	105846
0.4100342710	0.1500000000	70.0000000000	-0.0000900000	-0.0000440000	-0.0000630000	0.0001183427	5	21032018	105846
0.5100217590	0.0000000000	0.0000000000	0.0005082079	-0.0001679457	-0.0000920000	0.0005430884	0	21032018	105848
